Uuid,Attribute|54686249-2c26-4dd9-be90-fc7868dedd8f,Name,Attribute|d4e54a2f-39bf-4b0a-8000-f2048eddbe12,Description,Attribute|f369dbaa-3a0a-416e-97d1-cac1a230824f,County/District,State/Province,Address 4,Void/Retire,_order:1000,Unnamed: 11
0bb9a9e0-d54c-4df4-ab85-3f68bec83db7,1101641,Tsion Primary clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Sheka Zone,Yeki Woreda,,,
a112c749-8b37-4982-9bb3-fcc8348fec46,1037614,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Ale zone,Kolango Zuria Woreda,,,
04d96f60-1e06-42b4-8765-968cdcb891c0,1045924,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Gurage Zone,Abeshegi Woreda,,,
2198544e-7150-4167-9f61-e3cdb1b32c5b,1049363,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Metekel Zone,Dangur Woreda,,,
b3447f6b-0f41-40dd-8c50-f868e8e36b09,1061818,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,shashago woreda,,,
9c98fda6-608f-4a29-9edc-1aa03ce0c247,1065527,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,gibe woreda,,,
4bc2223b-e1bb-4bf1-aca1-5a1d82cca35b,1071667,Tsion Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,Yilemana denisa Woreda,,,
f52e78d9-cfb4-4737-a2b1-02dca01b280f,1029417,Tsion Specialty Child Health Clinic,Operational,Pediatric clinic,Specialty Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 11,,,
1249e700-1acc-4f48-9e28-c2ac75171722,1092631,Tsion Surgical Speciality Center,Operational,Surgery Center,Specialty Center,Tigray Region,Southern Zone,Mekoni Town,,,
dda6ba8c-bd07-409e-b1be-c24195df599e,1040721,Tsion Surgical Specialty Clinic,Operational,Surgery clinic,Specialty Clinic,Tigray Region,Central Zone,Axum Town,,,
c4b8629c-7b0b-426c-b35a-907279cf59e0,1099525,Tsion Surgical Specialty Clinic,Operational,Surgery clinic,Specialty Clinic,Tigray Region,Central Zone,Chila Woreda,,,
f90ce7c3-8834-4816-8cb9-3039108cff64,1087099,Tsiyon Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Eastern Zone,Ger-alta Woreda,,,
72464223-3342-435c-b0d2-d73b87fdd482,1098076,Tsokam Medium clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Bita Woreda,,,
0d163001-b57b-4e21-9458-5ee9fc5da036,1075393,Tuaif Medium clinic,Operational,Medium Clinic,Clinic,Amhara Region,Kombolcha Town Administration,Kombolcha Town,,,
ea43c3ae-4872-4f25-9ab1-da5dcacc879f,1066409,Tudi Medium Health Care PLC,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Abba Gada Sub City,,,
921f800d-d87e-4f8a-892b-53800fd82eb4,1088485,Tufa Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
286d5711-42ef-4943-b466-5800e304f698,1047648,Tuka medium clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,gamo zone,Chencha Town,,,
b4595dc3-e365-4acc-b95f-05e5b00e9833,1047841,Tuka Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Borena Zone,Moyale Woreda,,,
7e217788-b7c4-4084-9b98-ef11050630f3,1031098,Tukurwuha Beteseb Priymary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Shashemene Town,Bishan Guracha Sub City,,,
a9667ffc-8340-4618-8042-766b463ffba7,1097142,Tula Medium Clinic,Operational,Medium Clinic,Clinic,Sidama Region,Hawassa City Administration,Tula Woreda,,,
351d7215-7c54-40df-aca9-182f33654e28,1092783,Tula Wayu Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,West Guji Zone,Dugda Dawa,,,
50541b0b-e47a-431a-a121-68628dda3177,1082503,Tulfa Ketma Primery clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Hagere Mariam,,,
3b99bb1f-97ab-48f3-ba13-b348d8ff91c2,1043885,Tuli Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Assosa Zone,Buldigilu Woreda,,,
cc13a8b4-6fd0-459e-9140-342bf923d360,1072160,Tuluawliya Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Legambo,,,
f8c97512-3d82-452b-9037-e422ba3a9e1f,1031896,Tulu Bolo General Hospital,Operational,General Hospital,Hospital,Oromia Region,South West Shewa,Becho,,,
41af330a-b2d5-49a3-8644-c367bb53f19d,1066053,Tulu Dambal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Batu Town,Batu Town,,,
a3a504b6-9c9a-4131-a104-6fcaac9aa768,1083748,Tulu Dima Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Robe Town,Goba Sub City,,,
69047e3b-4c18-491f-bda6-1205fe9d812b,1031421,Tulu Dimtu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Robe Town,Goba Sub City,,,
5942fffc-67dc-4edb-b4fe-ae77020a818f,1011368,Tulu Dimtu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Shewa Zone,Adea,,,
bd2db0e1-3aa4-4863-9539-43b61c1c64a5,1032166,Tulu Dimtu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
666f0cf6-b712-4f9e-a613-6db93a7ed873,1048617,Tulu Gopo Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Dale Wabera,,,
b29bc6a8-6875-486c-a790-fd5d0f2154d7,1061032,Tululuja Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Biftu Town Administration,,,
a04e97b4-3813-4bc0-8d81-bf8f0f1800f9,1088206,Tulu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
500f6e1e-00bc-4920-8c36-f65e8d733022,1011374,Tulu Mute Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Buno Bedele Zone,Chora,,,
d9a06004-8482-4d7f-9c97-8112e4aae1b0,1059151,Tummim Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bule Hora Town,Bule Hora Town,,,
1f3404ce-93a4-4c7f-8158-74989ce17658,1036742,TunetoYeri Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Saylem Woreda,,,
aa04bafe-0511-4078-ba57-65ca80013fe2,1058646,Tura Perimer Clenic ,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Tello Woreda,,,
a8f5db37-228c-4f8a-b70c-7029b1aa5055,1057501,Turkish Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Afder,Chareti,,,
29edaed8-8ddd-4139-919e-e6f5670c2d00,1058881,Turo Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Hararge Zone,Bedeno,,,
80c8acd3-e918-4d5a-ab19-c5f2f2666382,1058642,Turo medium clinic/ቱሮ መካከለኛ ደረጃ ክሊኒክ/,Operational,Medium Clinic,Clinic,South Ethiopia Region,Konso zone,Karat zuriya woreda,,,
353519f2-ff6c-4527-9ad4-8aae64d503c4,1084317,Twekel Primary Clinic,Operational,Primary Clinic,Clinic,Afar Region,Zone 3,Galalo,,,
c7f46e28-fb7a-4444-8628-cf2fa62ad137,1095203,Twins Primary Clinic,Operational,Primary Clinic,Clinic,Somali Region,Dawa,Moyale,,,
a93cc57c-f8b5-4e0a-b51d-0c7fb8eda31e,1085855,Two Brothers Food Complex P.L.C Institution Based Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Oromia Region,Adama Town,Dabe Sub City,,,
7aef307a-7c42-4ac0-861c-5d50dc1c3649,1097296,Two M Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Kolfe Sub city,Woreda 7,,,
531f1656-f819-4239-ab84-f75838d23254,1001354,TZNA General Hospital,Operational,General Hospital,Hospital,Addis Ababa City Administration,Kolfe Sub city,Woreda 9,,,
63c9befa-dcc4-415e-a5e5-bf49e36e027d,1099740,Ubuntu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
87c3b128-671d-4155-b010-231d40d65736,1090599,Ude Denkaka Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Bishoftu Town,Dibayu Woreda,,,
223dd037-7f10-4225-9208-456d83af4b39,1011401,Udesa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Odo Shakiso,,,
9cdd2650-4d92-4be1-a740-742b6aa761f5,1048349,.Ukesha Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
d08536d7-8019-4318-86b8-a7a0dafbd713,1092041,Ula Babu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Nole Kaba,,,
aa2e7b71-2955-41f0-b724-e10c51c600dd,1095347,Ultramed Medium clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 12,,,
fed796f7-6b6e-44c2-8d69-cb3b39d428cb,1049498,Umaha Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Shabe Sombo,,,
3196b6a9-3b55-46ef-8739-056e7608f1e7,1029552,Uma Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 12,,,
b6c75013-c425-4fa8-b870-2b0442edd4d2,1037944,Uma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Melka Nonno Sub-City,,,
110df37a-d891-4e14-b8dd-c311e8acc308,1082206,Uma Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Dabe Sub City,,,
27aa499d-6d0b-45c1-84ac-15d8dee104a8,1032949,Umar Kulle Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Fedis,,,
9a061e85-53ca-4e74-87cf-64e8cc6b29c3,1038829,Umata Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gida Ayana,,,
57a285c3-2d52-43a0-a609-d907806c4547,1097954,Umerkule Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,East Hararge Zone,Fedis,,,
7242c1fd-7a07-4ee3-9d06-b2edb733149c,1049333,Umer Medium Clinic,Operational,Medium Clinic,Clinic,Benishangul-Gumuz Region,Metekel Zone,Dangur Woreda,,,
9088a2dd-612f-402f-b4c6-3a6b478bd35a,1102051,Umeta Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Merti,,,
ac145065-023c-402d-9995-deaefa610c54,1094198,Umi Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,West Hararge Zone,Bedesa,,,
a023b5cf-e2db-4fdc-bfe3-2f6ba0bde597,1089191,Umi Speciality Pediatric Center,Operational,Pediatric Center,Specialty Center,Dire Dawa City Administration,Goro Operational,,,,
ed23415f-7946-4c7e-9be3-a1de6fe25814,1036569,Ummi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Maya Town,Haramaya Sub City,,,
978c2b78-699b-4f7e-9366-9cad71ec93f2,1100511,Unicare Medium clinc,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
6fd5c0d4-3fc3-4523-957d-825d92191a85,1099215,Unicare Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Gurage Zone,Goncheri Woreda,,,
8854c243-a3b5-4e3a-88c9-abf7ee2bbff9,1011413,Union 1 Clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
700e2812-939d-4d69-9752-14eb10c347f6,1011414,Union 2 Clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
f7161892-cbb4-4ccb-9e62-691c223df927,1087642,Union Dental Medium Clinic NO 1,Operational,Dental Medium Clinic,Specialty Clinic,Tigray Region,North West Zone,Shire Endasilase,,,
811e30cb-2a38-4d39-b3b4-2ba9e1206e5a,1087643,Union Dental Medium Clinic  No2,Operational,Dental Medium Clinic,Specialty Clinic,Tigray Region,North West Zone,Shire Endasilase,,,
5e094105-6198-46f7-9232-5fa7f91e43dd,1086443,Union Dental Speciality Clinic 5,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
9f0dd1bb-c712-40ff-9241-71bae75d0549,1086452,Union Dental Speciality Clinic 6,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
11d86ae3-712b-4ffd-aeb3-804459c21c48,1099655,Union Dental Specialty Clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Eastern Zone,Wukro Town,,,
fa8f5fce-1001-4988-b486-03373f4aabda,1040619,Union dental specialty clinic       3,Operational,Dental clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
6af0506b-c98c-4ed2-9cf5-a05ce40cbba9,1040620,Union  dental specialty clinic      4,Operational,Dental Speciality Clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
c34e38e1-9db0-47e0-9a54-17bea8ea3196,1062663,Union Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
0a239a68-aba4-4b05-8caa-7340f1c54331,1086861,Union Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Liben,Bokolmanyo,,,
28c35e99-da4f-45ac-b4b5-9ced0836c280,1065512,Union Medium Dental Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 4,,,
dcce9e71-2ddc-4b74-9bd0-d612e4676594,1085766,Union Meduim Dental Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Tigray Region,Eastern Zone,Adigrat Town,,,
1e73d0e5-99a0-489c-aa52-66e9c19d23f8,1089475,Union Physiotherapy Specialty Clinic ,Operational,Physiotherapy Clinic,Specialty Clinic,Addis Ababa City Administration,Kirkos Sub City,Woreda 5,,,
8afb9422-e745-4d98-a58e-b09b1a4b0b39,1070932,Union Surgery Specialty Clinic,Operational,Surgery clinic,Specialty Clinic,Amhara Region,Gondar Town Administration,Gondar City Administration,,,
edf62f95-33cd-48a3-b4c4-18858ffb79f6,1086591,UNIQ MIDIUM CLINIC,Operational,Medium Clinic,Clinic,Tigray Region,Mekelle Zone,Qedamay Woyane,,,
5f31f349-778f-4cf0-aed4-8b58f20c29d7,1085593,Unique Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Afar Region,Zone 2,Abala City Administration,,,
83eec9d8-34c8-4a4b-ad3e-7056d0be48f6,1093662,Unique Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,lemo woreda,,,
829b3cef-04df-4b05-a1c0-a1693591f753,1097857,Unique Smile Dental Clinic ,Operational,Dental clinic,Specialty Clinic,Amhara Region,Oromia Special Zone,Bati Town,,,
6e961c53-48d5-43e2-8c98-7efd9117a94e,1029123,Unique Smile Dntal Speciality Clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Addis Ababa City Administration,Lideta Sub City,Woreda 8,,,
4178bb99-8bf2-456d-b240-7d05f91f8213,1047882,United Beverage Primary Clinic,Operational,Institution Based Primary Clinic,Clinic,Oromia Region,Modjo Town,Mojo Town,,,
56c5db73-aced-4a83-ba4c-7584ea1df931,1081149,United Care Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Hitosa,,,
98b54f96-027c-48d4-b814-6c87ea1aebad,1099478,United Medium clinic,Operational,Medium Clinic,Clinic,Tigray Region,Mekelle Zone,Semen,,,
d5140f41-5d5c-45ae-a4df-8a5427d607d4,1097127,United Vision Internal Medicine Specialty Clinic ,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Lideta Sub City,Woreda 10,,,
deb38bad-c7f3-4d50-b7c3-ef56f497c5f1,1084278,Uniti Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Hurta Town,,,
e2a1dc7b-56f4-477a-9d51-47cba21efe22,1033378,Unit Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Dila Town,Dila Town,,,
dc264a79-cb61-4581-8e30-acbbc38ff8bd,1094504,Unity Dental Medium Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Adama Town,Abba Gada Sub City,,,
7c82fb55-2bdc-49ce-b010-a0161648d600,1084155,Unity Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,South Bench Woreda,,,
2ef44b8c-ff0c-4543-9171-1c1f13f0acfc,1046253,Unity Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Wolaita zone,Bele town,,,
3faf314c-8173-466a-97be-97585a798d95,1101062,Unity Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Itang Special,Itange Woreda,,,
3dfbb493-de0d-403a-b0e5-921a74d6d8e0,1037945,Univarsal Number Two Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
520da909-65ac-41bf-b0f8-1152ff5764cb,1011417,Univarsel Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Dodola Town,Dodola Town,,,
8c041eae-18bd-439d-8efd-d0f6a9beaed9,1001365,Universal Adama Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Bole Sub City,,,
cf2b482c-7bf6-42de-b13d-deda2ece0dd1,1089457,Universal Internal Speciality Clinic,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Lemi kura Sub city,Woreda 3,,,
ce7016fc-87cf-4ef3-9f94-70ab1bb72115,1036284,Universal Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Shashemene Town,Alache Sub city,,,
3a9e5081-4856-4800-961f-c369103c9a70,1053906,Universal  Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Fafan,Jigjiga Town,,,
195003ad-c0fa-41b8-9de9-3573866678a7,1034161,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,East Gurage Zone,Buee Town,,,
995f0a04-4216-4a27-ad9f-a2e8aad40739,1034495,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Asela Town,Asella Town,,,
d8b5f858-1a61-45c2-8894-23f94ff1614b,1059111,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Bale Zone,Gololcha Woreda,,,
fa07c24c-5f72-4646-bcb7-fd60264d9425,1066710,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Gambella Region,Agniwa zone,Gog,,,
ea4b817d-6ab9-4f5f-a3ae-ef0b0ea39fb4,1081512,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Bishoftu Town,Dukem Woreda,,,
e371c365-32c2-4ef2-a012-84fefe3db75d,1096571,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Deksis,,,
392e986d-9dc8-45a7-9596-c4507507ba56,1097851,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Sidama Region,Hawassa City Administration,Tabor Sub City,,,
932c0974-67b5-48ab-9a8c-fc8c3ce44048,1101752,Universal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Metu Town,Metu Town,,,
443d01cd-8de7-4012-b43b-0070f7e7d28a,1096460,Universal Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Deksis,,,
4212cf45-6143-4ed6-b095-e22e8bcb4e2e,1102290,Universal Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Lega Tafo Lega Dadi-City,,,
14aa602f-c180-43ad-ba5b-75a47f5ec417,1001364,Universal Meidum Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Nekemte Town,Nekemte Town,,,
66d7ccc7-88e9-47be-971b-bcceec185b70,1045863,Universal primary clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Koore zone,Sarmale Woreda,,,
860a38d5-6348-43a2-b9ca-9eb52d92a8ed,1037941,Unversal Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Lugo Sub City,,,
5375dc7d-c81b-44b6-8c78-9e996d19c3d9,1010014,Upper Awash Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Oromia Region,East Shewa Zone,Boset,,,
cf5e84be-91d3-4440-863d-214b7538128b,1011419,Upper Nile Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Nuer Zone,Wanthoa,,,
aa075d12-c2b5-47bf-957b-a13ddf197ab8,1011420,Uraga Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Guji Zone,Uraga,,,
3773d87b-0768-4070-9b65-494cada48e14,1036381,Uraga Primary Hospital,Operational,Primary Hospital,Hospital,Oromia Region,Guji Zone,Uraga,,,
1aa034e8-7cae-40d6-aadd-2f42619b9330,1057867,Urga Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Furi Sub -City,,,
14f4b919-0800-4cb5-8e55-ce8b236953e8,1011424,Urgesa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Shashemene Zuria,,,
7be9bcd2-906b-48e5-9b24-ddfb8372d57b,1080795,Urji Afren kelo Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Hararge Zone,Jarso,,,
c998795e-9ea0-4aaa-becf-30d7699c1f12,1050221,Urji Badosi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Nedjo Rural,,,
07ddc68f-1dc8-4090-9d2e-a183ea63bd58,1098645,Urji Bari Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Buno Bedele Zone,Chora,,,
5d5f6f5d-0bb3-496f-83eb-75a8dfc5408e,1033472,Urji Berisa Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Goro Gutu,,,
40e37f75-4cf8-431c-9fac-09d7bb4ea482,1079254,Urji Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
932a850d-515c-4a67-ab60-2b460d99194b,1092567,Urji Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,East Bale Zone,Ginir Town,,,
18be9750-cc03-403e-a442-6b4a58a984a3,1011425,Urji Harena Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Nansebo,,,
154806d1-01ad-432f-a8c8-cd7f6f178900,1080239,Urjii Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Hurta Town,,,
1aa96956-e599-4e33-a153-6445f68eb231,1101898,Urjii Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Mene Sibu,,,
5f17336b-52d7-4f64-a30e-46078e96f7d6,1011426,Urjii Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Anchar,,,
509071db-0151-409c-8802-7827249f6a06,1011427,Urjii Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Maya Town,Haramaya Sub City,,,
c7c0aeb7-419b-4e94-989b-b475e066acc0,1078900,Urji Maternal & Child (MCH) Specialty Center,Operational,Maternal and Child (MCH) Center,Specialty Center,Oromia Region,Adama Town,Bole Sub City,,,
d908de60-4790-42b2-abee-27d13afb7448,1095690,Urji Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Holeta Town,Holota Town,,,
fb5d3dbe-a103-4298-8f30-376a9a0486b2,1102001,Urji Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Guto Gida,,,
93a68fc9-1258-41f2-8eb0-1a09d4a722d9,1001371,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Ambo Town,Ambo Town,,,
365ab97f-01cc-48c3-93e9-d0dae2576e23,1035798,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Bishoftu Town,Dukem Woreda,,,
a07da2de-9170-4f6c-856f-592e807addf9,1059369,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Lega Tafo Lega Dadi-City,,,
61584188-4235-4650-90ac-df230f4fc312,1084192,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Babo Gembel,,,
ffa8fa6c-6426-4f69-808d-dd8b7ad99e97,1084417,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Gefersa Guje Sub-City,,,
790472b2-9b9f-40b0-82f5-9e8d98f31e92,1086097,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
ec738e35-cf9b-446e-bf76-89063350bded,1091912,Urji Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Homa,,,
